,Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
268,2007.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
269,2007.03,Central government institutions excluding funded social insurance schemes,311,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,9302
270,2007.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,477
271,2007.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,10369
272,2007.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,52561
273,2007.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,10752
274,2007.03,Central government institutions excluding funded social insurance schemes,311,Closing balance net worth,LE00000,B900000,93877
275,2007.03,Central government institutions excluding funded social insurance schemes,311,Closing balance total liabilities and net worth,LE00000,L000000,146271
276,2007.03,Central government institutions funded social insurance schemes,312,Closing balance total assets,LE00000,A000000,16426
277,2007.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,16419
278,2007.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
279,2007.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance currency and deposits,LE00000,AFA0200,1393
280,2007.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance debt securities,LE00000,AFA0300,8451
281,2007.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance loans,LE00000,AFA0400,0
282,2007.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,5713
283,2007.03,Central government institutions funded social insurance schemes,312,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,..
284,2007.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,..
285,2007.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,862
286,2007.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,1075
287,2007.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
288,2007.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
289,2007.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
290,2007.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance loans,LE00000,AFL0400,0
291,2007.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
292,2007.03,Central government institutions funded social insurance schemes,312,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,58
293,2007.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,..
294,2007.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,1017
295,2007.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,0
296,2007.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,7
297,2007.03,Central government institutions funded social insurance schemes,312,Closing balance net worth,LE00000,B900000,15352
298,2007.03,Central government institutions funded social insurance schemes,312,Closing balance total liabilities and net worth,LE00000,L000000,16426
299,2007.03,Local government institutions,321,Closing balance total assets,LE00000,A000000,59252
300,2007.03,Local government institutions,321,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,9927
301,2007.03,Local government institutions,321,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
302,2007.03,Local government institutions,321,Financial assets Closing balance currency and deposits,LE00000,AFA0200,855
303,2007.03,Local government institutions,321,Financial assets Closing balance debt securities,LE00000,AFA0300,387
304,2007.03,Local government institutions,321,Financial assets Closing balance loans,LE00000,AFA0400,675
305,2007.03,Local government institutions,321,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,6558
306,2007.03,Local government institutions,321,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,..
307,2007.03,Local government institutions,321,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,50
308,2007.03,Local government institutions,321,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,1403
309,2007.03,Local government institutions,321,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,4811
310,2007.03,Local government institutions,321,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
311,2007.03,Local government institutions,321,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
312,2007.03,Local government institutions,321,Financial liabilities Closing balance debt securities,LE00000,AFL0300,94
313,2007.03,Local government institutions,321,Financial liabilities Closing balance loans,LE00000,AFL0400,2962
314,2007.03,Local government institutions,321,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
315,2007.03,Local government institutions,321,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
316,2007.03,Local government institutions,321,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,..
317,2007.03,Local government institutions,321,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,1755
318,2007.03,Local government institutions,321,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,27567
319,2007.03,Local government institutions,321,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,21757
320,2007.03,Local government institutions,321,Closing balance net worth,LE00000,B900000,54441
321,2007.03,Local government institutions,321,Closing balance total liabilities and net worth,LE00000,L000000,59252
322,2007.03,Non-profit institutions serving households,400,Closing balance total assets,LE00000,A000000,22821
323,2007.03,Non-profit institutions serving households,400,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,8904
324,2007.03,Non-profit institutions serving households,400,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
325,2007.03,Non-profit institutions serving households,400,Financial assets Closing balance currency and deposits,LE00000,AFA0200,2902
326,2007.03,Non-profit institutions serving households,400,Financial assets Closing balance debt securities,LE00000,AFA0300,218
327,2007.03,Non-profit institutions serving households,400,Financial assets Closing balance loans,LE00000,AFA0400,5036
328,2007.03,Non-profit institutions serving households,400,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,367
329,2007.03,Non-profit institutions serving households,400,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,..
330,2007.03,Non-profit institutions serving households,400,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,58
331,2007.03,Non-profit institutions serving households,400,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,323
332,2007.03,Non-profit institutions serving households,400,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,1153
333,2007.03,Non-profit institutions serving households,400,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
334,2007.03,Non-profit institutions serving households,400,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
335,2007.03,Non-profit institutions serving households,400,Financial liabilities Closing balance debt securities,LE00000,AFL0300,106
336,2007.03,Non-profit institutions serving households,400,Financial liabilities Closing balance loans,LE00000,AFL0400,315
337,2007.03,Non-profit institutions serving households,400,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
338,2007.03,Non-profit institutions serving households,400,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
